fen	san	score	site	c2_pass	best_es	second_best_es	maia_p_600	maia_p_1000	maia_p_1400	maia_p_1800	maia_p_2200	maia_p_2600	gem_600	gem_1000	gem_1400	gem_1800	gem_2200	gem_2600	analysis_url
1r3rk1/p1q2ppp/2nb1n2/5N2/Pp1pP3/1b1P1N1P/1P1QBPP1/R1B1K2R w - - 7 24	Nxg7	3.8	https://lichess.org/HqxeYQwS	false	0.7225890732124075	0.6705428791057813	0.033618871348204245	0.04547858562697132	0.028842064730138915	0.030474511301744066	0.14006104742928435	0.24825012550283818	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1r3rk1%2Fp1q2ppp%2F2nb1n2%2F5N2%2FPp1pP3%2F1b1P1N1P%2F1P1QBPP1%2FR1B1K2R%20w%20-%20-%207%2024
rnbqk2r/ppppnppp/8/8/1bB1P3/2N5/PP3PPP/R1BQK1NR w KQkq - 3 6	Bxf7+	3.8	https://lichess.org/k0CHRDoc	false	0.5248335896523929	0.5239152574834706	0.023532193753715323	0.037120748598649334	0.13912817583926004	0.6323485397487232	0.8407481017835117	0.79371300895686	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbqk2r%2Fppppnppp%2F8%2F8%2F1bB1P3%2F2N5%2FPP3PPP%2FR1BQK1NR%20w%20KQkq%20-%203%206
6k1/1PK2p2/7p/2P3p1/2r5/4BbPP/5P2/8 b - - 0 42	Bxb7	3.8	https://lichess.org/yB2xJHEv	true	0.5138042910293155	0.21173437828081768	0.5983759629446448	0.7870546624721781	0.8438109454000197	0.8919615522092728	0.9471009632244483	0.9711005114201359	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F1PK2p2%2F7p%2F2P3p1%2F2r5%2F4BbPP%2F5P2%2F8%20b%20-%20-%200%2042
8/1p5p/4Np2/1nPr1k2/1P1P4/4K1P1/7P/2R5 w - - 13 45	c6	3.8	https://lichess.org/dNPQCnp6	false	0.8002958035833291	0.7731409791199124	0.05229077669354346	0.021936386991528865	0.010459830170851664	0.009872549203813513	0.02332512203254536	0.03788553575012686	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F1p5p%2F4Np2%2F1nPr1k2%2F1P1P4%2F4K1P1%2F7P%2F2R5%20w%20-%20-%2013%2045
3K4/Pk6/8/2B5/8/8/8/8 w - - 13 93	Bb6	3.8	https://lichess.org/MnVtXB7z	false	0.591915609324709	0.585675286773559	0.06767097175466721	0.044512133279134454	0.03623199814380529	0.03290036313222768	0.036368848890637004	0.05006252476496091	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3K4%2FPk6%2F8%2F2B5%2F8%2F8%2F8%2F8%20w%20-%20-%2013%2093
rn1q2r1/pp3kNp/2pp4/3np3/4N1Q1/3P4/PPP2PPP/R3KB1R w KQ - 3 12	Qh5+	3.8	https://lichess.org/Ip4bObX8	false	0.7907133848624497	0.7750725757821421	0.0763669517859821	0.09453779140642256	0.0889983109807713	0.06734666532658913	0.03419658276264774	0.024372452235760764	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1q2r1%2Fpp3kNp%2F2pp4%2F3np3%2F4N1Q1%2F3P4%2FPPP2PPP%2FR3KB1R%20w%20KQ%20-%203%2012
r6N/pp4kp/2p1Rp2/8/8/8/PPP2PK1/8 w - - 2 25	Re7+	3.8	https://lichess.org/RHwLka8S	false	0.6183032245766588	0.5294226081270875	0.44520991675970695	0.6827806223308591	0.8562942481567429	0.9243102279148576	0.9598290162386668	0.9704871133357468	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r6N%2Fpp4kp%2F2p1Rp2%2F8%2F8%2F8%2FPPP2PK1%2F8%20w%20-%20-%202%2025
r1bqk1nr/pppp1ppp/2n5/2b5/2B1P3/2p2N2/PP3PPP/RNBQK2R w KQkq - 0 6	Bxf7+	3.8	https://lichess.org/zzLVr33V	false	0.5865684965842631	0.5101243359708437	0.12104145946731387	0.38252588619210487	0.6090693662771457	0.6678385261019187	0.7255598033093846	0.7532497160537173	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bqk1nr%2Fpppp1ppp%2F2n5%2F2b5%2F2B1P3%2F2p2N2%2FPP3PPP%2FRNBQK2R%20w%20KQkq%20-%200%206
2B5/p7/Pp2pp1p/2p1k2P/2P2pP1/1P1K1P2/8/8 w - - 7 51	Bxe6	3.8	https://lichess.org/A7wnuGF6	false	0.918825175883201	0.9134519639532505	0.043459827372640925	0.018316515987568494	0.012852212621011504	0.01653061831395565	0.030395456644256854	0.03323687371359208	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2B5%2Fp7%2FPp2pp1p%2F2p1k2P%2F2P2pP1%2F1P1K1P2%2F8%2F8%20w%20-%20-%207%2051
rn1Bkr2/ppp4p/3b4/3p4/6b1/5NP1/PPP1PK1P/RN1Q1B1R w q - 1 11	Bg2	3.8	https://lichess.org/dwQoYTX4	false	0.9482818605709066	0.9462590109431572	0.05425221074944199	0.11191621263229978	0.09387745402235531	0.039217761551900335	0.0180569332515138	0.016743569846710715	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1Bkr2%2Fppp4p%2F3b4%2F3p4%2F6b1%2F5NP1%2FPPP1PK1P%2FRN1Q1B1R%20w%20q%20-%201%2011
8/1k6/1B6/PK6/P7/8/8/8 w - - 17 86	Bc7	3.8	https://lichess.org/3lNETlmv	false	0.623503343299711	0.6217730635233241	0.00391726599386882	0.0017260380130527367	0.001378539759018352	0.0008369003883644324	0.00045628911331292244	0.0003498680941006788	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F1k6%2F1B6%2FPK6%2FP7%2F8%2F8%2F8%20w%20-%20-%2017%2086
8/1PK5/3B3p/6p1/8/5bP1/7k/8 b - - 2 48	Bxb7	3.8	https://lichess.org/5cNZfCEE	true	0.48619570897068454	0.06413060406412313	0.8763294003992675	0.9745841414646605	0.9870669312142404	0.9920674176748264	0.9952046789342764	0.9946856651091602	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F1PK5%2F3B3p%2F6p1%2F8%2F5bP1%2F7k%2F8%20b%20-%20-%202%2048
5rk1/1p3p2/4bQB1/p2pP3/3P2P1/2r5/Pq6/R4R1K w - - 0 25	Bh7+	3.8	https://lichess.org/OAkEjCTD	false	0.5595498132599205	0.5	0.1040818561685105	0.15807926384001209	0.16912019331789507	0.1613875366553589	0.2142897429994851	0.2643669311806351	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2F1p3p2%2F4bQB1%2Fp2pP3%2F3P2P1%2F2r5%2FPq6%2FR4R1K%20w%20-%20-%200%2025
r1bq1rk1/pp2nppp/1bn1p3/3pP3/3P4/B1PB1N2/5PPP/RN1QK2R w KQ - 5 11	Bxh7+	3.8	https://lichess.org/TzNaRCMo	false	0.6139489294360486	0.5649872147270768	0.045194078204367875	0.07878697615978178	0.2516159805010675	0.6020521639894195	0.7426477523058416	0.7264186130910029	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq1rk1%2Fpp2nppp%2F1bn1p3%2F3pP3%2F3P4%2FB1PB1N2%2F5PPP%2FRN1QK2R%20w%20KQ%20-%205%2011
8/4k2n/5pK1/8/8/8/8/8 b - - 10 58	Ke6	3.8	https://lichess.org/9bxWUJSf	false	0.9999999999998945	0.9999999999998945	0.24003010843696226	0.32140872761459877	0.3813302093534224	0.42846002693808727	0.4877203541381344	0.544756560770386	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F4k2n%2F5pK1%2F8%2F8%2F8%2F8%2F8%20b%20-%20-%2010%2058
8/8/8/4p2R/3bK3/7p/6k1/5N2 w - - 4 67	Rh6	3.8	https://lichess.org/SQoXXiHb	false	0.5027615319200139	0.5	0.0037633076213749663	0.0021872504383732626	0.0021912538698901475	0.0033126159271046037	0.00462624501350841	0.0041449567675149014	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F8%2F8%2F4p2R%2F3bK3%2F7p%2F6k1%2F5N2%20w%20-%20-%204%2067
3r1rk1/pp3ppp/3q4/8/2Bb4/3Q3P/5PP1/3RR1K1 b - - 1 21	Bxf2+	3.8	https://lichess.org/6ouV5MIz	false	0.7894921124308226	0.7328028486085163	0.18344114528886685	0.23431240122277808	0.19827924249562126	0.06454976053520797	0.030410909956049684	0.03143703546411301	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3r1rk1%2Fpp3ppp%2F3q4%2F8%2F2Bb4%2F3Q3P%2F5PP1%2F3RR1K1%20b%20-%20-%201%2021
8/7R/5N2/2K5/8/6k1/7p/8 w - - 0 59	Ng4	3.8	https://lichess.org/J95gAZFc	false	0.9737150066864515	0.968230708285093	0.049412711821319344	0.04227724421879015	0.04219147217579878	0.04913083077837408	0.07275983204429791	0.09829003264973862	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F7R%2F5N2%2F2K5%2F8%2F6k1%2F7p%2F8%20w%20-%20-%200%2059
rn1qkbnr/ppp2ppp/8/8/2BpP1b1/5N2/PP3PPP/RNBQK2R w KQkq - 0 6	Bxf7+	3.8	https://lichess.org/HGjJlnED	false	0.6456972666879179	0.6338176636011208	0.03646942499932612	0.10557938550034546	0.27836411281442963	0.49959730750679815	0.6703993941868732	0.8341682857749521	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1qkbnr%2Fppp2ppp%2F8%2F8%2F2BpP1b1%2F5N2%2FPP3PPP%2FRNBQK2R%20w%20KQkq%20-%200%206
r1br2k1/pppq1ppp/2n1p3/3nP3/1b1P4/2NBBN2/PP3PPP/R2Q1RK1 w - - 1 11	Bxh7+	3.8	https://lichess.org/bFf306YW	false	0.6889744833321929	0.6850156824376978	0.038919495589928355	0.08832318457616968	0.2292498906037546	0.3502035301267715	0.43491739254815975	0.5108664783442427	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1br2k1%2Fpppq1ppp%2F2n1p3%2F3nP3%2F1b1P4%2F2NBBN2%2FPP3PPP%2FR2Q1RK1%20w%20-%20-%201%2011
rn1qk1nr/ppp2ppp/8/2b1p3/2B1P1b1/5N2/PPPP2PP/RNBQK2R w KQkq - 2 6	Bxf7+	3.8	https://lichess.org/VzZBA8Aq	false	0.6490594228774123	0.6363776066437299	0.055166626453752636	0.17321851391231538	0.41653947831990734	0.6031606006919358	0.8260697855387983	0.9375763467276844	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1qk1nr%2Fppp2ppp%2F8%2F2b1p3%2F2B1P1b1%2F5N2%2FPPPP2PP%2FRNBQK2R%20w%20KQkq%20-%202%206
3rr1k1/1pp1qpp1/4b2p/p1bnR3/P7/2PP3P/1PB2PP1/R1BQ1NK1 b - - 0 16	Bxf2+	3.8	https://lichess.org/g1o344xF	true	0.5998952814867482	0.44408315815517135	0.019155982077668658	0.021096619093409128	0.03363592999833494	0.06501950795692298	0.2687789512065505	0.5336057605456751	true	true	true	true	false	false	https://flawchess.com/analysis?fen=3rr1k1%2F1pp1qpp1%2F4b2p%2Fp1bnR3%2FP7%2F2PP3P%2F1PB2PP1%2FR1BQ1NK1%20b%20-%20-%200%2016
rnbqkb1r/ppp2ppp/8/3nN3/2B1pP2/8/PPPP2PP/RNBQK2R w KQkq - 3 6	Nxf7	3.8	https://lichess.org/6nzuSA47	true	0.7392412438359773	0.6329626589047256	0.04399594750826677	0.060025493693606095	0.10755732616381722	0.13958088638007995	0.15214913505258143	0.10847818319355418	true	true	false	false	false	false	https://flawchess.com/analysis?fen=rnbqkb1r%2Fppp2ppp%2F8%2F3nN3%2F2B1pP2%2F8%2FPPPP2PP%2FRNBQK2R%20w%20KQkq%20-%203%206
rnbqk1nr/pppp1ppp/8/2b5/2BpP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 4	Bxf7+	3.8	https://lichess.org/Ll9xANf1	false	0.5749143902876699	0.5294226081270875	0.03296899078010086	0.17808870278149705	0.3539773812837108	0.4408060552319019	0.6420886962057847	0.7762471330318947	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbqk1nr%2Fpppp1ppp%2F8%2F2b5%2F2BpP3%2F8%2FPPP2PPP%2FRNBQK1NR%20w%20KQkq%20-%200%204
r1bqk1nr/pppp1ppp/2n5/2b5/2B1P3/2p2N2/PP3PPP/RNBQK2R w KQkq - 0 6	Bxf7+	3.8	https://lichess.org/9f3IYfvZ	false	0.576713100955946	0.5138042910293155	0.12104145946731387	0.38252588619210487	0.6090693662771457	0.6678385261019187	0.7255598033093846	0.7532497160537173	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bqk1nr%2Fpppp1ppp%2F2n5%2F2b5%2F2B1P3%2F2p2N2%2FPP3PPP%2FRNBQK2R%20w%20KQkq%20-%200%206
rnbq1rk1/ppp2ppp/3b1n2/3P4/2BNp3/2N5/PPPP1PPP/R1BQ1RK1 b - - 1 7	Bxh2+	3.8	https://lichess.org/J0yKRhLk	false	0.6983628994701436	0.6338176636011208	0.047131682571208866	0.29029156705098486	0.6286583864714932	0.6819452146427821	0.7225253958353722	0.7170587340801577	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2Fppp2ppp%2F3b1n2%2F3P4%2F2BNp3%2F2N5%2FPPPP1PPP%2FR1BQ1RK1%20b%20-%20-%201%207
8/8/8/4k3/5b2/4pKpB/8/8 b - - 8 76	Kd4	3.8	https://lichess.org/vMvixFhQ	false	0.5	0.5	0.5300773550686041	0.6855029363935589	0.6608995664549473	0.7316125785028504	0.8907341793642086	0.9151228126074098	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F8%2F8%2F4k3%2F5b2%2F4pKpB%2F8%2F8%20b%20-%20-%208%2076
8/PK4p1/8/8/6kp/2p1b3/2P3B1/8 b - - 0 57	Bxa7	3.8	https://lichess.org/H6zpuGoN	true	0.8815022519586655	0.29777313012875556	0.8445784205508031	0.9713846665606263	0.9882561563423728	0.9940453281348157	0.9968370218928201	0.9971238542340366	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2FPK4p1%2F8%2F8%2F6kp%2F2p1b3%2F2P3B1%2F8%20b%20-%20-%200%2057
8/8/2PBk1p1/bp3p1p/5P2/P7/5PKP/8 w - - 1 37	c7	3.8	https://lichess.org/38BE0loy	false	0.5119644756166626	0.5	0.4661345910974595	0.5038212620950107	0.5385341545038553	0.5277674822802916	0.4884878879759279	0.4344634623093512	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F8%2F2PBk1p1%2Fbp3p1p%2F5P2%2FP7%2F5PKP%2F8%20w%20-%20-%201%2037
r1bqk2r/ppp2ppp/2p2n2/2b1N3/4P3/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 6	Bxf2+	3.8	https://lichess.org/8UYzconO	false	0.49539752999711567	0.4659933421436654	0.01315002190003298	0.041026323842739174	0.09290925264007774	0.2583350713859262	0.6594927796530458	0.8085955236251814	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bqk2r%2Fppp2ppp%2F2p2n2%2F2b1N3%2F4P3%2F2N5%2FPPPP1PPP%2FR1BQK2R%20b%20KQkq%20-%200%206
8/8/8/8/P4K2/2k4p/2N5/8 w - - 0 50	Kg3	3.8	https://lichess.org/ZHWaEoqH	false	0.49907948104001076	0.49907948104001076	0.1950345759944039	0.45217027768020857	0.616763909185983	0.6616910729621286	0.6667182753026949	0.6035191778429241	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F8%2F8%2F8%2FP4K2%2F2k4p%2F2N5%2F8%20w%20-%20-%200%2050
r1bqk1nr/pppp1ppp/2n5/2b3N1/3pP3/8/PPP2PPP/RNBQKB1R w KQkq - 2 5	Nxf7	3.8	https://lichess.org/KrCjgGfN	false	0.5531881623684916	0.4926363724400336	0.5045513473955083	0.6399199442338788	0.6861159149782726	0.6779317735397118	0.701467753982677	0.4536238299757893	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bqk1nr%2Fpppp1ppp%2F2n5%2F2b3N1%2F3pP3%2F8%2FPPP2PPP%2FRNBQKB1R%20w%20KQkq%20-%202%205
rn2k2r/1b2bppp/p2qpn2/1pp3N1/3P4/1BN5/PPP2PPP/R1BQR1K1 w kq - 0 11	Nxf7	3.8	https://lichess.org/XmGrs99f	false	0.5963550316463675	0.5820968656397246	0.04114116357279781	0.037346882508623544	0.04961038605111667	0.11411439849644281	0.2709926140037706	0.41791448733381703	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn2k2r%2F1b2bppp%2Fp2qpn2%2F1pp3N1%2F3P4%2F1BN5%2FPPP2PPP%2FR1BQR1K1%20w%20kq%20-%200%2011
r1bq3r/pppnp1b1/2n5/6Nk/7B/2NQ4/PPP3PP/R4RK1 w - - 3 16	Qf3+	3.8	https://lichess.org/RXlZOsZp	false	0.9754474363414323	0.8918551153472504	0.23733479486930206	0.23635869717929303	0.24746261670308886	0.27963226069246994	0.3109942459138316	0.29705575207026225	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq3r%2Fpppnp1b1%2F2n5%2F6Nk%2F7B%2F2NQ4%2FPPP3PP%2FR4RK1%20w%20-%20-%203%2016
6k1/3n1p1n/3N2p1/2pP4/2P2PP1/3Q4/2B3K1/4q3 w - - 2 30	Nxf7	3.8	https://lichess.org/jrKvOSgx	true	0.7291826261225229	0.6130758535536361	0.0785182208672578	0.06393273770985491	0.07954417257384937	0.12557925130105577	0.15768313335215495	0.10865233544520952	true	true	true	false	false	false	https://flawchess.com/analysis?fen=6k1%2F3n1p1n%2F3N2p1%2F2pP4%2F2P2PP1%2F3Q4%2F2B3K1%2F4q3%20w%20-%20-%202%2030
r1bqkbnr/pp1nppp1/2p4p/6N1/8/3B4/PPP2PPP/RNBQ1RK1 w kq - 0 7	Nxf7	3.8	https://lichess.org/vdZEI1S1	true	0.8943160689326426	0.6209067564512851	0.508187917435235	0.6326550298690854	0.5072248432027732	0.2668556609944212	0.11922008146731461	0.0664090458186401	false	false	false	false	false	true	https://flawchess.com/analysis?fen=r1bqkbnr%2Fpp1nppp1%2F2p4p%2F6N1%2F8%2F3B4%2FPPP2PPP%2FRNBQ1RK1%20w%20kq%20-%200%207
rnbq1rk1/1p2nppp/p3p3/2bpP3/8/2NB1N2/PPP2PPP/R1BQ1RK1 w - - 4 9	Bxh7+	3.8	https://lichess.org/AGTodQNp	false	0.8162646767950037	0.7606366555288884	0.026282523620014316	0.08225777746352629	0.2569696781558951	0.5864164829215195	0.802450221117339	0.8700390538435535	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2F1p2nppp%2Fp3p3%2F2bpP3%2F8%2F2NB1N2%2FPPP2PPP%2FR1BQ1RK1%20w%20-%20-%204%209
4r3/6kp/Bp6/1P6/6P1/7P/4n2K/8 b - - 0 39	Ng1	3.8	https://lichess.org/lmbsggvi	false	0.9128679966877029	0.9086795639080399	0.003645814712885635	0.000389081267044401	0.00016346615514188363	0.0001454913634248074	0.00021475711483835897	0.0003066529882369457	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r3%2F6kp%2FBp6%2F1P6%2F6P1%2F7P%2F4n2K%2F8%20b%20-%20-%200%2039
8/3n4/8/1p6/1k2K3/8/2P1B3/8 w - - 0 50	Bxb5	3.8	https://lichess.org/zra9no8N	false	0.48987566402915633	0.48803552438333736	0.29540656286844375	0.1441031595158684	0.09241333561690704	0.11858256512377623	0.2266998870752179	0.2017483644554531	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F3n4%2F8%2F1p6%2F1k2K3%2F8%2F2P1B3%2F8%20w%20-%20-%200%2050
rn1q2k1/p1rn1ppp/bpp1p3/4N3/2PP4/P1NBP2P/5PP1/R2QK2R w KQ - 6 15	Bxh7+	3.8	https://lichess.org/LX06xjGz	false	0.6007787318117942	0.5568256609665037	0.045607195232769904	0.05643634002194889	0.06361339449520972	0.10197189651202902	0.3931453421322389	0.6105450432554476	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1q2k1%2Fp1rn1ppp%2Fbpp1p3%2F4N3%2F2PP4%2FP1NBP2P%2F5PP1%2FR2QK2R%20w%20KQ%20-%206%2015
8/p4kbp/2P1N1p1/1n6/2N1p3/1P5P/5PP1/5K2 w - - 4 49	c7	3.8	https://lichess.org/KRhErHQs	true	0.8656616464722748	0.7060621760779616	0.22741641184617375	0.26599349752179485	0.39345970834430544	0.5744639914032722	0.7568831708681134	0.8444563134915227	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2Fp4kbp%2F2P1N1p1%2F1n6%2F2N1p3%2F1P5P%2F5PP1%2F5K2%20w%20-%20-%204%2049
r2q1rk1/pb1pnppp/1pn1p3/4P3/3P4/2QB1N2/P4PPP/R1B2RK1 w - - 1 12	Bxh7+	3.8	https://lichess.org/KyrLlYWA	false	0.5812008926446736	0.5	0.032466388114845604	0.05788331891269861	0.11348273494325596	0.1737648367268891	0.22055089056880273	0.16224041559774766	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2q1rk1%2Fpb1pnppp%2F1pn1p3%2F4P3%2F3P4%2F2QB1N2%2FP4PPP%2FR1B2RK1%20w%20-%20-%201%2012
1rbqk2r/3p1ppp/p1p5/1pb5/3pP3/1B6/PPPP1PPP/R1BQ1RK1 w k - 2 12	Bxf7+	3.8	https://lichess.org/vMIFL6zB	false	0.7211104801138942	0.6321068166142683	0.025715859239856812	0.011468287777725567	0.02540158071329015	0.07926454896415919	0.32527233756891943	0.46083296501688464	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1rbqk2r%2F3p1ppp%2Fp1p5%2F1pb5%2F3pP3%2F1B6%2FPPPP1PPP%2FR1BQ1RK1%20w%20k%20-%202%2012
rnbq1rk1/1p2bppp/p3p3/4P3/3P3P/3BBN2/P4PP1/R2QK2R w KQ - 1 13	Bxh7+	3.8	https://lichess.org/69LYjEFs	false	0.7692427256424765	0.6873942354748303	0.07776729079371474	0.2651356181483678	0.6662090214367365	0.8789498335816802	0.9032831457986027	0.8715800748928538	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2F1p2bppp%2Fp3p3%2F4P3%2F3P3P%2F3BBN2%2FP4PP1%2FR2QK2R%20w%20KQ%20-%201%2013
8/8/6p1/6N1/1K6/5p2/6kP/8 w - - 0 55	Nxf3	3.8	https://lichess.org/sE6FWxkX	false	0.4696601598181785	0.4332037205612503	0.5371369912583319	0.5734491298363252	0.5393075466710268	0.5022162622120521	0.5188368171101214	0.5098361555764049	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F8%2F6p1%2F6N1%2F1K6%2F5p2%2F6kP%2F8%20w%20-%20-%200%2055
5N2/1k3K2/5P1p/3n4/8/8/8/8 b - - 0 52	Nxf6	3.8	https://lichess.org/hbAluKZb	false	0.5	0.5	0.5455626531229243	0.4268234961402071	0.32805312529320213	0.22324893832216186	0.16864274393838619	0.106722474291083	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5N2%2F1k3K2%2F5P1p%2F3n4%2F8%2F8%2F8%2F8%20b%20-%20-%200%2052
8/Pk6/1B4p1/4Kp2/7b/4P2P/8/8 w - - 1 47	Ke6	3.8	https://lichess.org/9BPtr5By	false	0.8875191266750968	0.8752087753348773	0.12101057618354673	0.09825590753889886	0.12953684466476847	0.20825331769106448	0.3451804214432669	0.4271386669320559	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2FPk6%2F1B4p1%2F4Kp2%2F7b%2F4P2P%2F8%2F8%20w%20-%20-%201%2047
rn1qkbnr/pp2ppp1/2p4p/5bN1/8/5N2/PPPP1PPP/R1BQKB1R w KQkq - 0 6	Nxf7	3.8	https://lichess.org/dskWjTCJ	false	0.5731136939018822	0.5211593152406621	0.33724926333416777	0.7440268905990148	0.8681953804704715	0.8937220860833853	0.8526546058770992	0.7788290516035895	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1qkbnr%2Fpp2ppp1%2F2p4p%2F5bN1%2F8%2F5N2%2FPPPP1PPP%2FR1BQKB1R%20w%20KQkq%20-%200%206
8/ppp5/8/1P2p3/PP1p1k2/5P2/5Kb1/6N1 b - - 7 48	d3	3.8	https://lichess.org/NdKq13S2	false	0.5248335896523929	0.522078114090291	0.19591452294533437	0.18526077768672258	0.17018785722955077	0.17156816263206937	0.2846871008185802	0.511767132449205	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2Fppp5%2F8%2F1P2p3%2FPP1p1k2%2F5P2%2F5Kb1%2F6N1%20b%20-%20-%207%2048
2rr4/p3bkpp/1np1p3/2N2p2/1P1P4/P3B2P/5PP1/2R1R1K1 w - - 2 21	Nxe6	3.8	https://lichess.org/14PKILRS	false	0.6130758535536361	0.5577340998516674	0.007833149992246722	0.006732861079049248	0.01019139518631343	0.017001649079161758	0.0350924410498889	0.06402911573880575	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2rr4%2Fp3bkpp%2F1np1p3%2F2N2p2%2F1P1P4%2FP3B2P%2F5PP1%2F2R1R1K1%20w%20-%20-%202%2021
r2q1rk1/pbpp2bp/1pn1p1p1/3nP1N1/4NP2/3B4/PPP3PP/R1BQ1RK1 w - - 6 12	Nxh7	3.8	https://lichess.org/AtL3Jjpd	false	0.6999119059295844	0.6078223009272731	0.04712223894940833	0.05808420796273499	0.053563530109986254	0.06737890362786304	0.13628048382874117	0.17547913818223426	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2q1rk1%2Fpbpp2bp%2F1pn1p1p1%2F3nP1N1%2F4NP2%2F3B4%2FPPP3PP%2FR1BQ1RK1%20w%20-%20-%206%2012
r1bq1rk1/4bppp/p3p3/2npP3/1p3P2/1P1BP3/1BPN2PP/R2Q1RK1 w - - 1 15	Bxh7+	3.8	https://lichess.org/r4jOu607	false	0.5027615319200139	0.49631798655933523	0.08568774397664544	0.06755576508169937	0.05031125547638728	0.06424637901030361	0.13411482728173987	0.18674509041702142	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq1rk1%2F4bppp%2Fp3p3%2F2npP3%2F1p3P2%2F1P1BP3%2F1BPN2PP%2FR2Q1RK1%20w%20-%20-%201%2015
r1bqk1nr/pppp1pp1/2n4p/2b5/2B1P3/2p2N2/PP3PPP/RNBQ1RK1 w kq - 0 7	Bxf7+	3.8	https://lichess.org/cniwkwSh	false	0.5945811119487451	0.5531881623684916	0.015688084182709366	0.1925589367286588	0.5185850726863659	0.6570366357381753	0.7169456290274894	0.7278863673139411	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bqk1nr%2Fpppp1pp1%2F2n4p%2F2b5%2F2B1P3%2F2p2N2%2FPP3PPP%2FRNBQ1RK1%20w%20kq%20-%200%207
r2qkbnr/pp2pppp/2np4/8/2B1P1b1/2N2N2/PP3PPP/R1BQK2R w KQkq - 2 7	Bxf7+	3.8	https://lichess.org/kyDtc8NX	false	0.6729785473928086	0.6269544312155905	0.018398633331800907	0.046142389376042606	0.17551124430243278	0.4410396424399069	0.5665378594505696	0.31815297670438647	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2qkbnr%2Fpp2pppp%2F2np4%2F8%2F2B1P1b1%2F2N2N2%2FPP3PPP%2FR1BQK2R%20w%20KQkq%20-%202%207
3r3r/p1p2k1p/1pB1p1p1/8/2N3n1/1PP4P/P4PK1/3q2NR b - - 0 22	Nxf2	3.8	https://lichess.org/uSt2t17c	false	0.9140323859879603	0.8957000510572336	0.21217398014112243	0.23395613900448348	0.22633493085568224	0.19293794881202936	0.19359710363790836	0.26379575031607383	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3r3r%2Fp1p2k1p%2F1pB1p1p1%2F8%2F2N3n1%2F1PP4P%2FP4PK1%2F3q2NR%20b%20-%20-%200%2022
