PuzzleId,FEN,PreFlawFEN,FirstMove,PV,Themes,Rating
lyEb7,r4k2/5ppQ/2p2p2/1p1q4/3P1P2/b1P3P1/P3R2P/1rBKR3 b - - 7 37,r4k2/5ppQ/2p2p2/1p1q4/3P1P2/b1P3P1/P2BR2P/1r1KR3 w - - 6 37,d2c1,b1c1 d1d2 d5a2 d2e3 c1e1,crushing deflection exposedKing interference long middlegame pin,2385
qkBEa,6k1/4Q1p1/7p/1p6/5KP1/P6P/q7/8 b - - 0 45,6k1/4Q1p1/7p/1p6/5K2/P6P/q5P1/8 w - - 12 45,g2g4,a2f2 f4e5 f2e3 e5d6 e3a3,crushing endgame interference long queenEndgame,2015
zo9Pp,r2q2r1/1p2kp2/p6Q/3p2R1/3Pn1p1/2P2p2/PP4PP/4R1K1 w - - 9 28,r2q2r1/1p2kp2/p4n1Q/3p2R1/3P2p1/2P2p2/PP4PP/4R1K1 b - - 8 27,f6e4,g5e5 e7d7 e5d5 d7c7 h6f4 c7c6 d5d8,crushing fork interference middlegame veryLong,2493
SLQm1,8/2p5/1p1p4/3Pp1p1/1PP2pPk/8/4B1K1/8 b - - 1 47,8/2p5/1p1p4/3Pp1p1/1PP2pPk/5K2/4B3/8 w - - 0 47,f3g2,e5e4 e2d1 f4f3 g2f2 h4g4 f2e3 g4g3 e3e4 f3f2 d1e2 g3g2,advancedPawn bishopEndgame crushing defensiveMove endgame exposedKing interference quietMove veryLong,2405
xT8FJ,3r4/pR1bkr1P/3pp1Q1/8/8/2q1P3/5PP1/5RK1 w - - 1 25,3rk3/pR1b1r1P/3pp1Q1/8/8/2q1P3/5PP1/5RK1 b - - 0 24,e8e7,b7d7 d8d7 g6g5 e7e8 f1b1 f7h7 g5g8 e8e7 g8h7,crushing interference middlegame quietMove sacrifice veryLong,2415
VNIW3,2k4r/Qb1q4/6p1/4b2p/Pp6/1N1nB3/1P3PPP/3R1K1R b - - 1 29,2k4r/Qb1q4/6p1/4b2p/Pp6/1N1nB3/1P3PPP/R4K1R w - - 0 29,a1d1,b7g2 f1g2 d7g4 g2f1 g4d1,advantage attraction interference long middlegame sacrifice,2190
mLmaz,8/p7/3P1r2/8/2P1kpR1/1P2p3/P3K1Nr/3R4 b - - 0 52,8/p7/5r2/3P4/2P1kpR1/1P2p3/P3K1Nr/3R4 w - - 10 52,d5d6,h2g2 g4g2 f4f3 e2f1 f3g2 f1g2 f6f2 g2g3 f2d2 d1h1 d2d6,advancedPawn advantage attraction discoveredCheck doubleCheck endgame exposedKing fork interference sacrifice veryLong,2556
NQt4f,4r3/1p3p1k/pq3n1p/8/6b1/1P4Q1/P2R2PP/5R1K w - - 2 29,4r1k1/1p3p2/pq3n1p/8/6b1/1P4Q1/P2R2PP/5R1K b - - 1 28,g8h7,d2d6 b6c7 d6f6,crushing interference middlegame short,2090
HClBN,8/8/8/3R2p1/7k/7P/r7/4K3 b - - 5 58,8/8/8/6p1/7k/3R3P/r7/4K3 w - - 4 58,d3d5,a2g2 d5d3 g2g3 d3d7 h4h3 e1f1 h3h2,crushing defensiveMove endgame interference quietMove rookEndgame veryLong,2576
z6X5G,2r5/5R1P/8/8/8/5PK1/2b5/5k2 w - - 1 41,2r5/5R1P/8/8/4b3/5PK1/8/5k2 b - - 0 40,e4c2,f7c7 c8h8 c7c2,crushing endgame interference short,2019
5yd1b,4r1k1/pp3pp1/7p/1q6/3P4/2Q3P1/PB2rPKP/1R5R b - - 6 22,4r1k1/pp3pp1/7p/1q6/3P4/2Q3P1/PB2rPKP/R6R w - - 5 22,a1b1,e2f2 g2f2 b5f5 f2g1 f5b1,advantage attraction interference long middlegame sacrifice,2586
ZXlgA,4r1k1/p1p1q2p/1p4p1/3p1p2/2B1b3/1PQ5/PBP3PP/7K w - - 2 29,4r1k1/p1p4p/1p4p1/2qp1p2/2B1b3/1PQ5/PBP3PP/7K b - - 1 28,c5e7,c3h8 g8f7 h8h7 f7e6 h7g6 e6d7 c4b5,crushing deflection endgame interference kingsideAttack veryLong,2196
rzJE5,8/p3rkpp/2PQ2p1/P7/4p3/7P/2r3PK/8 w - - 0 43,8/p3rkpp/2PQ2p1/P3p3/8/7P/2r3PK/8 b - - 5 42,e5e4,d6f4 f7e6 f4e4,advantage endgame interference queenRookEndgame short,2093
pWJDf,5Q2/8/6p1/5b1p/q4b1k/P7/2P3P1/1R5K w - - 0 41,5Q2/8/6p1/5bkp/q4b1P/P7/2P3P1/1R5K b - - 0 40,g5h4,b1b4 a4c2 b4f4,advantage endgame interference short,2042
RNp4o,2r1k2r/2q2Np1/3bp2p/pppn3P/3P2P1/5QB1/PPP2P2/2KR3R b k - 0 21,2r1k2r/2q2pp1/3bp2p/pppnN2P/3P2P1/5QB1/PPP2P2/2KR3R w k - 0 21,e5f7,d6f4 g3f4 c7f7,advantage collinearMove interference intermezzo middlegame short,2342
hwL7H,r4qk1/3n2pp/2p5/2PpP3/pP4PB/P2bPN1B/6Q1/6K1 w - - 1 33,r4qk1/3n2pp/b1p5/2PpP3/pP4PB/P3PN1B/6Q1/6K1 b - - 0 32,a6d3,e5e6 d7c5 e6e7 f8f7 b4c5 d3e4 f3e5 e4g2 e5f7,advancedPawn advantage interference intermezzo middlegame veryLong,2678
5W6Cn,1r5k/ppq2RpB/8/2pP2P1/2P4N/6n1/P1QBr3/R5K1 b - - 2 33,1r5k/ppq2RpB/8/2pP2P1/2P4N/6n1/P1QBr2K/R7 w - - 1 33,h2g1,c7f7 h4g6 h8h7 g6e5 f7f5 c2f5 g3f5,advantage hangingPiece interference middlegame veryLong,2165
CZL2j,3q3r/r4pk1/pnb1p1p1/Rp1nP1N1/2pP4/5Q2/1P1B1PP1/4KBR1 w - - 8 22,r2q3r/5pk1/pnb1p1p1/Rp1nP1N1/2pP4/5Q2/1P1B1PP1/4KBR1 b - - 7 21,a8a7,f3f7 a7f7 g5e6 g7g8 e6d8,advantage fork interference long middlegame sacrifice,2088
0Qxtn,r2q2k1/pB2b1pp/5r2/2p1p3/2P5/2Nb4/PP4PP/R1BQ2K1 w - - 0 16,r2q1rk1/pB2b1pp/5R2/2p1p3/2P5/2Nb4/PP4PP/R1BQ2K1 b - - 0 15,f8f6,b7d5 g8h8 d1d3,advantage fork interference master masterVsMaster middlegame short,2119
zMngE,2k3r1/2p1r1pp/5n2/1NN5/1n1Pp3/1K2P3/1P2QP1P/q2R2R1 b - - 4 27,2k3r1/2p1r1pp/5n2/1NN5/1n1Pp3/4P3/1PK1QP1P/q2R2R1 w - - 3 27,c2b3,a1a2 b3c3 f6d5 c3d2 a2b2 d2e1 b4c2 e2c2 b2c2,crushing deflection exposedKing interference middlegame veryLong,2059
0bM6l,r1b2k2/ppB1n1pp/2n5/3Bp3/1q6/4PP2/P1P1KP1P/R2Q3R b - - 0 16,r1b2k2/ppB1n1pp/2n5/3pp3/1q6/1B2PP2/P1P1KP1P/R2Q3R w - - 2 16,b3d5,c6d4 e3d4 e7d5,advantage interference intermezzo middlegame short,2408
LW3Kk,3r2k1/p1Nq1ppp/2pB4/1P2N3/1nP1b3/7P/P4KP1/R2Q4 b - - 1 24,3r2k1/p1Nq1ppp/2pB4/1P6/1nP1b3/5N1P/P4KP1/R2Q4 w - - 0 24,f3e5,b4d3 e5d3 d7d6 c7d5 c6d5,advantage interference long middlegame,2529
Wl0lA,r3k2r/p1pp1pbp/b1p3p1/3n2B1/2P1NP2/8/Pq2Q1PP/R3KB1R w KQkq - 0 13,r3k2r/p1pp1pbp/b1p3p1/3nq1B1/2P1NP2/8/PP2Q1PP/R3KB1R b KQkq - 0 12,e5b2,e4f6 e8f8 e2b2,crushing discoveredCheck doubleCheck interference intermezzo middlegame short,2072
5Py9i,3B4/1p3k2/2b1p3/1p2P2p/1R4pP/2r3P1/p4P1K/3R4 b - - 1 34,3B4/1p3k2/2b1p3/1p2P2p/3R2pP/2r3P1/p4P1K/3R4 w - - 0 34,d4b4,c3d3 d1a1 d3d8,advantage endgame interference short,2382
cJ4wH,2k2q1r/ppp3pb/8/8/3P1n2/1PP1B3/P4Q2/2KR3R b - - 1 29,2k2q1r/ppp3pb/8/8/3P1n2/1PP1B3/PQ6/2KR3R w - - 0 29,b2f2,f8a3 c1d2 a3a2 d2e1 f4g2 e1f1 a2a6 c3c4 g2e3,crushing exposedKing interference middlegame queensideAttack veryLong,3012
wTBwe,5rk1/1pp2ppp/3r4/8/1bP3q1/4PN2/2Q1BP2/R5RK b - - 7 22,5rk1/1pp2ppp/3r4/8/1bP3q1/4PN2/2Q1BP2/R4R1K w - - 6 22,f1g1,g4h3 f3h2 d6d2 c2e4 d2e2,advantage interference long middlegame,2503
kixYP,5k2/4r2p/2p3p1/2P2q2/3Qb1r1/P1Bp2PR/1P2p3/R5K1 w - - 6 41,4rk2/7p/2p3p1/2P2q2/3Qb1r1/P1Bp2PR/1P2p3/R5K1 b - - 5 40,e8e7,d4h8 f8f7 h3h7 f7e6 h8c8,advantage exposedKing interference long middlegame,2008
wg4g1,8/2q4k/5pr1/8/3p3p/P3bR1P/1PP1Q1P1/3R1K2 b - - 12 43,8/2q4k/5pr1/8/3p3p/P2RbR1P/1PP1Q1P1/5K2 w - - 11 43,d3d1,c7h2 f3e3 h2h1 f1f2 g6g2 f2f3 h1h3,crushing endgame interference sacrifice veryLong,2386
7VBmw,2kq3r/1p3Np1/p3p3/2Pp4/1P4Pr/P2QP1K1/8/R4R2 b - - 0 26,2kq3r/1p3pp1/p3p3/2PpN3/1P4Pr/P2QP1K1/8/R4R2 w - - 1 26,e5f7,h4h3 g3f2 d8f6 f2e1 f6a1,crushing fork interference long middlegame,2317
qkFzH,r6r/pp1qk1pQ/2bbp1P1/3p1n2/3P4/1P5R/PBPN3P/5RK1 w - - 3 24,r4r2/pp1qk1pQ/2bbp1P1/3p1n2/3P4/1P5R/PBPN3P/5RK1 b - - 2 23,f8h8,h7g7 f5g7 f1f7 e7d8 h3h8 d7e8 h8e8,advantage fork interference middlegame sacrifice veryLong,2214
yyQj1,6k1/1q3r1p/6p1/8/nP1Q1P2/P7/6PP/4R1K1 w - - 0 34,q5k1/1R3r1p/6p1/8/nP1Q1P2/P7/6PP/4R1K1 b - - 0 33,a8b7,e1e8 f7f8 e8f8 g8f8 d4h8 f8f7 h8h7,attraction crushing endgame interference veryLong,2121
WZ3EC,r3k1r1/ppp1qp1p/1b6/4p3/4N1b1/2P2Q2/PP4PP/2KR1B1R w q - 4 15,r1b1k1r1/ppp1qp1p/1b6/4p3/4N3/2P2Q2/PP4PP/2KR1B1R b q - 3 14,c8g4,e4f6 e8f8 f6h7 f8g7 f3g4,advantage fork interference long middlegame,2322
vcgei,1r4r1/p4k2/1p1Q4/4PP2/3P4/2P5/PP5P/4qB1K w - - 13 47,1r3kr1/p7/1p1Q4/4PP2/3P4/2P5/PP5P/4qB1K b - - 12 46,f8f7,d6c7 f7e8 c7b8,crushing endgame interference short,2132
tNx1I,r2k2r1/pp1b1p2/2p1pq2/2Q3n1/8/5B2/PPP2PP1/3RRK2 w - - 2 28,r2k2r1/pp1b1p2/2p1pq2/2Q5/8/5B1n/PPP2PP1/3RRK2 b - - 1 27,h3g5,f3c6 b7c6 c5c6 d8e7 d1d7 e7f8 c6a8,crushing exposedKing interference middlegame pin veryLong,2379
000h0,5rk1/p5p1/3bRr1p/1Pp4q/3p4/1P1Q1N2/P4PPP/4R1K1 b - - 0 22,5rk1/p5p1/3bpr1p/1Pp4q/3pR3/1P1Q1N2/P4PPP/4R1K1 w - - 4 22,e4e6,f6f3 g2f3 h5h2 g1f1 h2h3 f1e2 h3e6,advantage interference kingsideAttack middlegame veryLong,2066
oDiay,r3k2r/p4p1R/1q2p3/3pP1N1/2p3P1/P7/1P1Q2P1/2R1K3 b kq - 0 20,r3k2r/p4p1p/1q2p2R/3pP1N1/2p3P1/P7/1P1Q2P1/2R1K3 w kq - 0 20,h6h7,h8h7 g5h7 b6g1 e1e2 g1g2,advantage exposedKing interference long middlegame,2208
hL5ZV,4rkr1/2pq4/1n1p4/6p1/5p1p/2Q4P/5PPB/R3R1K1 w - - 12 42,3r1kr1/2pq4/1n1p4/6p1/5p1p/2Q4P/5PPB/R3R1K1 b - - 11 41,d8e8,c3f6 d7f7 e1e8 f8e8 a1e1 e8f8 f6d8 f8g7 d8g5,advantage attraction exposedKing interference middlegame pin veryLong,2040
l9E7E,5rk1/2q2pp1/7p/p1p1R3/2PpQ3/r2P2PP/5P2/4R1K1 w - - 2 33,5rk1/2q2pp1/7p/p1p1R3/r1PpQ3/3P2PP/5P2/4R1K1 b - - 1 32,a4a3,e5e8 f8e8 e4e8 g8h7 e1e7 c7b6 e8f7 b6g6 f7f8,crushing endgame interference veryLong,2367
7VeEI,r5k1/2n5/2pq2pp/p1Np4/5r2/P3R2P/1PQ3P1/R5K1 w - - 0 28,r4rk1/2n5/2pq2pp/p1Np4/5P2/P3R2P/1PQ3P1/R5K1 b - - 0 27,f8f4,e3e6 c7e6 c2g6 g8f8 c5e6 f8e7 e6f4 d6g6 f4g6,crushing exposedKing fork interference middlegame sacrifice veryLong,2164
Q8ot5,r2q1r1k/2p1bppB/pn2p3/1p1bP3/3P4/5N1P/PPQ2PP1/R1BR2K1 b - - 0 16,r2q1r1k/2p1bppB/pn2p3/1p1bP3/3P4/5N2/PPQ2PPP/R1BR2K1 w - - 1 16,h2h3,d5f3 g2f3 g7g6 c2d2 h8h7,advantage interference long opening quietMove trappedPiece,2189
R6CKv,r1b1kbnr/pp1q1ppp/8/1Qp1p3/2B5/B1P5/P4PPP/RN3RK1 w kq - 2 13,r1b1kbnr/pp2qppp/8/1Qp1p3/2B5/B1P5/P4PPP/RN3RK1 b kq - 1 12,e7d7,f1d1 d7b5 c4b5 e8e7 a3c5 e7f6 c5f8,crushing deflection interference opening pin skewer veryLong,2252
4H4Re,2k4r/bpp1q3/3p1p1r/Pp1P2p1/1P2P1N1/6B1/5PP1/R2QRK2 b - - 0 26,2k4r/bpp1q3/3p1p1r/Pp1P2p1/1P2P1p1/6B1/5PPN/R2QRK2 w - - 0 26,h2g4,h6h1 f1e2 e7e4 g4e3 a7e3 f2e3 e4g2,capturingDefender crushing fork interference middlegame veryLong,2248
oIxob,r1bqk2r/ppp2pp1/2np4/4p3/2P3nb/3P1N2/PP2PPB1/RNBQK2R w KQkq - 0 9,r1bqk2r/ppp1bpp1/2np4/4p3/2P3nP/3P1N2/PP2PPB1/RNBQK2R b KQkq - 0 8,e7h4,h1h4 h8h4 c1g5 f7f6 g5h4,advantage attraction fork interference long opening sacrifice,2019
YEpKx,r7/p2q3p/1p2pkpQ/2bppr2/8/2N4R/PPP1K1PP/3R4 w - - 4 24,r7/p2q2kp/1p2p1pQ/2bppr2/8/2N4R/PPP1K1PP/3R4 b - - 3 23,g7f6,c3e4 f6e7 h6h7 e7d8 e4c5,crushing interference long middlegame,2682
oOhFa,1r5k/2R2p2/2R1b2p/P3p1p1/K3P3/8/1b5P/8 w - - 3 42,1r5k/2R2p2/2R1b2p/P3p1p1/K2bP3/8/7P/8 b - - 2 41,d4b2,c6b6 b8a8 b6b2,advantage endgame interference master short,2014
hyByG,rn5k/ppR2p1p/5KB1/1q6/4pB1Q/4P1P1/7P/8 b - - 0 29,rn5k/ppR2p1p/5pB1/1q3K2/4pB1Q/4P1P1/7P/8 w - - 7 29,f5f6,b5b6 f6e5 b6c7 e5e4 c7c6,crushing interference long middlegame,2297
yqMXg,1r3rk1/2p4p/pp2p1p1/6P1/3B1P2/q7/n3Q2K/3R4 w - - 0 30,1r3rk1/2p1q2p/pp2p1p1/6P1/3B1P2/P7/n3Q2K/3R4 b - - 3 29,e7a3,e2e6 f8f7 e6e5 f7d7 e5h8 g8f7 h8h7,crushing deflection interference middlegame veryLong,2552
QRCgP,6k1/ppp3pp/3b2rr/PPPPp3/5p1q/5B1P/2Q2PPK/R4R2 b - - 2 22,6k1/ppp3pp/3b2rr/PPPPp3/5p1q/5B1P/2Q2PP1/R4RK1 w - - 1 22,g1h2,e5e4 c2e4 g6g2 f3g2 f4f3 c5d6 h4e4,advantage discoveredAttack discoveredCheck interference middlegame sacrifice veryLong,2609
Zt216,3r2k1/2p1prP1/p1p1p3/7Q/2n1KP2/1PN4P/Pq1B4/3R2R1 b - - 4 29,3r2k1/2p1prP1/p1p1p3/7Q/2n2P2/1PNK3P/Pq1B4/3R2R1 w - - 3 29,d3e4,b2c2 e4f3 c4d2 f3g4 f7g7 g4h4 c2c3,advantage interference middlegame veryLong,2552
wxBR1,r4rk1/p1pq1ppp/1pn1p3/8/2PP4/P3PB1P/5PP1/1QB2RK1 w - - 1 17,r2q1rk1/p1p2ppp/1pn1p3/8/2PP4/P3PB1P/5PP1/1QB2RK1 b - - 0 16,d8d7,b1b5 c6b8 f3a8,crushing interference middlegame short,2100
ABGFf,6kb/1b3p1p/p1q1p1p1/Q4n2/2B2B2/1Pr4P/P4PP1/3R2K1 w - - 2 31,2q3kb/1b3p1p/p3p1p1/Q4n2/2B2B2/1Pr4P/P4PP1/3R2K1 b - - 1 30,c8c6,d1d8 g8g7 a5c3,crushing interference middlegame short,2021
1qnIG,2r2b1r/1bq1n1pp/1p1k4/3Pp1p1/4P1Q1/P7/2P2PPP/3R1RK1 w - - 0 20,2r2b1r/1bqkn1pp/1p1N4/3Pp1p1/4P1Q1/P7/2P2PPP/3R1RK1 b - - 1 19,d7d6,g4e6 d6c5 d5d6 c7c6 e6e5 e7d5 d1d5 c6d5 e4d5,crushing fork interference middlegame veryLong,2155
oSbud,5rk1/p5pp/3nR3/2p2p2/1p3q1b/1P5P/PBP1Q1P1/3N2K1 w - - 4 30,5rk1/p4npp/4R3/2p2p2/1p3q1b/1P5P/PBP1Q1P1/3N2K1 b - - 3 29,f7d6,b2e5 f4e4 e5d6 e4e2 e6e2 f8d8 e2d2,crushing defensiveMove interference middlegame veryLong,2087
FLttt,r4rk1/ppp1npp1/2np3p/1B2p3/2N1P3/1P1P2R1/PBPQKb1q/6R1 w - - 0 15,r4rk1/ppp1npp1/2np3p/1Bb1p3/2N1P3/1P1P2R1/PBPQKP1q/6R1 b - - 1 14,c5f2,g3g7 g8h8 g7g2 h2h5 e2f2,advantage interference long middlegame,2615
ltCtL,r1b2R2/ppp1q1kp/8/3Pn2n/2BQ4/1P4Pp/P6K/R7 w - - 4 29,r1b2R2/pppq2kp/8/3Pn2n/2BQ4/1P4Pp/P6K/R7 b - - 3 28,d7e7,f8g8 g7g8 d5d6 c8e6 d4e5,advantage discoveredAttack discoveredCheck interference long middlegame sacrifice,2736
acUZl,r4k2/2p1p2p/6p1/3Q1pP1/PP3P2/2n1B3/2p4q/2K1R3 w - - 2 40,r4k2/2p1p2p/6p1/1n1Q1pP1/PP3P2/4B3/2p4q/2K1R3 b - - 1 39,b5c3,d5a8 f8f7 e3d2 c3a2 c1c2,crushing endgame hangingPiece interference long,2302
5aMpt,6k1/2p3p1/1p2p1r1/4PpNp/3n1R1q/8/PP1BB1Q1/6K1 b - - 2 24,6k1/2p3p1/1p2p1r1/4PpNp/3n3q/8/PP1BB1Q1/5RK1 w - - 1 24,f1f4,d4e2 g1f1 e2g3 f1e1 h4g5,crushing exposedKing interference long middlegame,2611
lEANX,r4rk1/p5p1/7Q/3qP3/5p2/1P1Bp2P/P3K3/R5R1 b - - 2 26,r4rk1/p5p1/7Q/3qP3/5p2/1P1BpK1P/P7/R5R1 w - - 1 26,f3e2,f4f3 e2e3 d5e5 e3d2 e5b2 d2d1 b2a1,crushing exposedKing interference middlegame veryLong,2041
0wIid,3k4/2q2Q1p/6p1/3pP3/p6P/P5K1/6P1/8 w - - 7 36,8/2qk1Q1p/6p1/3pP3/p6P/P5K1/6P1/8 b - - 6 35,d7d8,f7g8 d8d7 g8h7,crushing endgame interference queenEndgame short,2488
jnLTs,r1bqr1k1/1pp2ppp/p1p2n2/4N3/8/1PNP4/P1P2PPP/R2QR1K1 b - - 2 13,r1bqr1k1/1pp2ppp/p1p2n2/4N3/8/1P1P4/P1P2PPP/RN1QR1K1 w - - 1 13,b1c3,d8d4 c3e4 e8e5 e4f6 g7f6,crushing interference long middlegame,2230
kq4Ek,8/1k2b3/p1p5/1p1b4/5BQ1/3B2PP/2P4K/4q3 w - - 7 41,8/2k1b3/p1p5/1p1b4/5BQ1/3B2PP/2P4K/4q3 b - - 6 40,c7b7,g4d7 b7b6 d7c7 b6c5 f4e3 c5b4 c7e7 b4a4 g3g4,crushing defensiveMove endgame interference master veryLong,2470
K47yI,2kr3r/pppn1ppp/1b1Pq3/8/2nP1Q2/2N3B1/P1P3PP/R4R1K w - - 1 17,r3k2r/pppn1ppp/1b1Pq3/8/2nP1Q2/2N3B1/P1P3PP/R4R1K b kq - 0 16,e8c8,d6c7 d8e8 d4d5 e6e5 f4c4,advancedPawn advantage discoveredAttack interference long middlegame,2435
WiIMb,2r4k/pp2bp1p/8/3pNn1q/3P4/1P3N1P/P7/5QRK w - - 10 32,2r4k/pp2bp1p/7n/3pN2q/3P4/1P3N1P/P7/5QRK b - - 9 31,h6f5,f3g5 e7g5 f1f5,crushing discoveredAttack interference middlegame short,2237
gVouK,r4r2/ppk4p/1qn1Q1p1/8/4P3/8/PP3PPP/3R2K1 w - - 4 22,r1k2r2/pp5p/1qn1Q1p1/8/4P3/8/PP3PPP/3R2K1 b - - 3 21,c8c7,e6d6 c7c8 d6f8 b6d8 d1d8,crushing endgame interference long,2009
FsKSc,8/b1p3k1/3p3p/1P4p1/2NnB3/6PP/r4PK1/3R4 w - - 0 27,8/b1p3k1/3p3p/1P3np1/2NPB3/6PP/r4PK1/3R4 b - - 1 26,f5d4,b5b6 c7b6 d1d4 b6b5 d4d2 a2d2 c4d2,crushing endgame interference intermezzo veryLong,2026
iYsH0,r4r2/k2p1p2/b7/1q1Q4/4P3/2P4P/BP1K2P1/R5R1 b - - 0 27,r4r2/k2p1p2/b2Q4/1q1n4/4P3/2P4P/BP1K2P1/R5R1 w - - 5 27,d6d5,b5b2 d2d1 b2a1 d1c2 a1g1 d5d7 a6b7,crushing interference middlegame skewer veryLong,2343
s6hdU,r1q1k2r/p4Rpp/1bb1P3/3p1N2/8/P7/1P2Q2P/R1B4K b kq - 6 24,r1q1k2r/p4Rpp/1bb1P3/3p4/3N4/P7/1P2Q2P/R1B4K w kq - 5 24,d4f5,d5d4 h1g1 d4d3 c1e3 c8e6,crushing discoveredAttack discoveredCheck interference long middlegame,2391
OwUKO,r4rk1/1p2bppp/pqn5/5R2/P2P4/N5PP/1B2Q3/R3N1K1 b - - 0 22,r4rk1/1p2bppp/pqn5/5R2/P2p4/N1P3PP/1B2Q3/R3N1K1 w - - 2 22,c3d4,c6d4 e2f2 d4e2 g1g2 b6b2,advantage exposedKing fork interference long middlegame pin,2287
TPeXd,2r2k2/ppq2rpQ/5pRp/3ppP2/4P3/1P5P/1P4RK/8 w - - 0 32,2r2k2/ppq2rpQ/3p1pRp/4pP2/4P3/1P5P/1P4RK/8 b - - 7 31,d6d5,g6g7 f7g7 h7h8 f8e7 h8g7 e7d6 g7f6,attraction crushing deflection endgame interference sacrifice veryLong,2309
CzUo9,r3r1k1/pb1qBp1p/1n1P2p1/1Np1p3/1n6/P2B1P2/1PP1Q1PP/2KR3R b - - 0 21,r3r1k1/pb1qBp1p/1n1P2p1/1Np1p3/1n6/3B1P2/PPP1Q1PP/2KR3R w - - 11 21,a2a3,b4d3 e2d3 c5c4 d3e3 d7b5,advantage interference long middlegame queensideAttack,2074
OVNIi,4rrk1/1pp3pp/p5q1/4P3/2PNNpb1/3P1P2/PP4K1/R2Q3R b - - 0 21,4rrk1/1pp3pp/p5q1/4P3/2PNNpb1/3P4/PP3PK1/R2Q3R w - - 1 21,f2f3,g4h3 g2f2 g6g2 f2e1 g2h1,advantage discoveredCheck doubleCheck interference long middlegame,2325
JvlM0,r3r3/5pk1/pbp5/2Npq3/1P1Q4/4P3/5K2/R7 w - - 0 37,r3r1k1/5pR1/pbp5/2Npq3/1P1Q4/4P3/5K2/R7 b - - 0 36,g8g7,d4g4 g7f8 c5d7 f8e7 d7e5,crushing fork interference long master middlegame,2124
oyDWa,3r3k/p5p1/1pq4p/2p5/2B4Q/2b2N2/P1P2PK1/1R6 b - - 2 30,3r3k/p5p1/1pq4p/2p5/2B5/2b2NQ1/P1P2PK1/1R6 w - - 1 30,g3h4,d8d4 h4h5 d4c4,crushing interference middlegame pin short,2113
DLYsk,5brk/2qnrb2/p1p2pBp/1p2pP2/4P1PQ/2N4R/PPP4P/3R3K w - - 1 29,5brk/2qnr3/p1p2pBp/1p2pP2/2b1P1PQ/2N4R/PPP4P/3R3K b - - 0 28,c4f7,d1d7 c7d7 h4f6 g8g7 h3h6 h8g8 f6h4 f7g6 f5g6 g7g6 h6g6,advantage capturingDefender discoveredAttack exposedKing interference kingsideAttack middlegame veryLong,2470
CLlW4,2r2rk1/2qN1pp1/p1pb3p/1p1b4/3P2Q1/1P5P/PB3PP1/R3R1K1 b - - 4 22,2r2rk1/2q2pp1/p1pb3p/1p1bN3/3P2Q1/1P5P/PB3PP1/R3R1K1 w - - 3 22,e5d7,f7f5 g4h5 c7d7,crushing interference middlegame short,2101
Eelx1,2r1k1r1/pp3p2/8/3p2b1/1q1P1p2/3P1N2/PP1NBK2/2R2Q2 b - - 1 23,2r1k1r1/pp3p2/8/3p2b1/1q1P1p2/3P1N2/PP1NBK2/R4Q2 w - - 0 23,a1c1,g5h4 f3h4 b4d4 f2e1 c8c1,crushing deflection exposedKing interference long middlegame sacrifice,2061
h1PDE,r4rk1/bpp3p1/p2p3p/P2P2qP/1P1P1p2/2P3Pb/5PNK/R1BQ1R2 b - - 4 22,r4rk1/bpp3p1/p2p3p/P2P2qP/1P1P1p2/2P3Pb/5PN1/R1BQ1RK1 w - - 3 22,g1h2,h3g4 f2f3 g5h5,advantage interference middlegame short,2242
jNdCG,2r1r1k1/3b2b1/6pp/1pqPp3/1BB1P3/1R3P2/1Q4PP/2R4K b - - 1 36,2r1r1k1/3b2b1/6pp/1pqPp3/2B1P3/1R3P2/1Q4PP/2R1B2K w - - 0 36,e1b4,c5d4 b4c3 d4c4,advantage interference middlegame short,2035
jsUr5,r6k/1b4rn/1p3q2/p1pQN3/5P2/1P2P3/PB4PP/1R4K1 w - - 1 25,r1b4k/6rn/1p3q2/p1pQN3/5P2/1P2P3/PB4PP/1R4K1 b - - 0 24,c8b7,e5f7 h8g8 d5b7 g7f7 b7a8,advantage interference long middlegame,2239
VvONQ,1q6/2pknQPP/p3p3/b2p4/b2P4/4P3/P4P2/1BK4R b - - 0 31,1q6/2pknQP1/p3p2P/b2p4/b2P4/4P3/P4P2/1BK4R w - - 1 31,h6h7,a5d2 c1d2 b8b2 d2e1 b2b1 e1e2 a4b5 e2f3 b1h1,attraction crushing exposedKing interference middlegame queensideAttack sacrifice veryLong,2822
Fcjyd,1B4k1/3p1p1p/8/p2N3K/3q3b/3b4/P1Q3B1/8 w - - 0 43,1B4k1/3p1p1p/b7/p2N3K/3q3b/3P4/P1Q3B1/8 b - - 2 42,a6d3,c2c8 g8g7 b8f4 d3e2 h5h4,advantage interference long middlegame quietMove,2331
PTQlh,5R2/7k/1r5p/5KpP/6P1/8/8/8 w - g6 0 76,5R2/6pk/1r5p/5K1P/6P1/8/8/8 b - - 44 75,g7g5,f8f7 h7g8 f7f6 b6b4 f6h6,crushing endgame interference long rookEndgame,2338
lwsF8,5rk1/1p1br2p/pq2p1pR/3pP1P1/3N1P2/3PK2Q/PP5R/8 b - - 11 29,5rk1/1p1br2p/pq2p1pR/3pP1P1/3N1PQ1/3PK3/PP5R/8 w - - 10 29,g4h3,f8f4 h6g6 g8h8 e3f4 b6d4 f4f3 d4d3,crushing interference middlegame sacrifice veryLong,2313
