PuzzleId,FEN,PreFlawFEN,FirstMove,PV,Themes,Rating
6KODB,3q1r2/pp4bk/2r4p/5N2/3p1n1p/2P2N1P/PPQ2PP1/3RR1K1 b - - 0 28,3q1r2/pp4bk/2r4p/5p2/3p1n1p/2P1NN1P/PPQ2PP1/3RR1K1 w - - 0 28,e3f5,d4d3 c2a4 f8f5,advantage interference intermezzo middlegame short,1920
7k2CY,6k1/p5np/1p1p4/2pP1n2/2P2PK1/2qB3Q/P4B1P/8 b - - 6 36,6k1/p5np/1p1p4/2pP1n2/2P2P2/2qB1K1Q/P4B1P/8 w - - 5 36,f3g4,h7h5 g4f3 c3d3,crushing endgame interference short,1744
XDhV7,5rk1/7p/p6P/3pq1p1/2p1p1R1/P1P1Q2P/1P4K1/5r2 w - - 0 38,5rk1/7p/p6P/3pqrp1/2p1p1R1/P1P1Q2P/1P4K1/5R2 b - - 1 37,f5f1,g4g5 e5g5 e3g5 g8f7 g2f1,crushing endgame fork interference long,1755
PHHhq,r1q2r1k/p3b1pp/3pNn2/2p5/4P3/1QP1BRP1/PP5P/R5K1 b - - 4 19,r1q2r1k/pQ2b1pp/3pNn2/2p5/4P3/2P1BRP1/PP5P/R5K1 w - - 3 19,b7b3,c5c4 b3b5 c8e6,crushing interference middlegame short,1676
djCzy,r5k1/Bp1rbppp/2q2n2/PNp1p3/4P3/5P2/1PP1Q1PP/R3R1K1 b - - 0 22,r5k1/Bp1rbppp/2q2n2/1Np1p3/P3P3/5P2/1PP1Q1PP/R3R1K1 w - - 1 22,a4a5,c5c4 a7e3 c6b5,advantage interference middlegame quietMove short,1819
bBUSc,4r1k1/p1Rb1pbp/6p1/1p1p4/5Q2/1BP1B1Pq/PP3P1P/6K1 b - - 8 26,4r1k1/p1Rb1pbp/6p1/1pBp4/5Q2/1BP3Pq/PP3P1P/6K1 w - - 7 26,c5e3,g7e5 f4f3 e5c7,advantage fork interference middlegame short,1727
qdQvx,4rr2/8/5k2/p4pR1/1p1P3P/4n1R1/PP4P1/1K6 w - - 0 36,4rr2/8/5k2/pp3pR1/3P3P/4n1R1/PP4P1/1K6 b - - 1 35,b5b4,g5g6 f6f7 g6g7 f7e6 g3e3,advantage endgame interference long,1784
3iIu1,3r2k1/R4ppp/3n4/8/3b4/3P3P/5PP1/1R4K1 w - - 3 30,3r2k1/R4ppp/3n1b2/8/8/3P3P/5PP1/1R4K1 b - - 2 29,f6d4,a7d7 d8a8 d7d6,crushing endgame interference short,1672
CIV0y,5r1k/6bp/6p1/1Bq1Pp2/3p1P2/1P6/2b1Q1PP/R1R3K1 b - - 1 26,5r1k/6bp/6p1/1Bq1Pp2/3p1P2/1P6/2b1Q1PP/R2R2K1 w - - 0 26,d1c1,d4d3 e2f2 c5b5 c1c2 d3c2,advancedPawn advantage discoveredAttack discoveredCheck interference long middlegame,1663
fWE4T,2kr4/p2q2bp/1p3p2/1Pp3p1/4Q3/4n3/1PP2PPP/R5K1 w - - 0 30,2kr4/p2q2bp/1p3p2/1Pp2np1/4Q3/4B3/1PP2PPP/R5K1 b - - 0 29,f5e3,e4a8 c8c7 a1a7 c7d6 a7d7,advantage endgame exposedKing interference long queensideAttack skewer,1609
XH1ko,4k3/p2q2pQ/1p2p3/4P3/3p4/8/P5PP/5K2 w - - 0 26,4k3/p2q2pQ/1p2p3/3pP3/8/8/P5PP/5K2 b - - 0 25,d5d4,h7g8 e8e7 g8g7 e7d8 g7d7,crushing endgame exposedKing interference long queenEndgame,1759
NVQKn,4r1k1/pp6/2pp1QqB/8/2P1P1bR/8/P5K1/5R2 b - - 0 44,4r1k1/pp6/2pp1pqB/8/2P1P1bR/2Q5/P5K1/5R2 w - - 0 44,c3f6,g4f3 g2f3 g6f6,advantage attraction discoveredCheck doubleCheck interference intermezzo master middlegame short,1865
zsG5u,4rr1k/2p3p1/4Rnp1/2Pp4/3P3q/3Q1B2/5PPP/4R1K1 b - - 2 28,4rr1k/2p3p1/4Rnp1/2Pp4/3P3q/3Q1B2/5PPP/5RK1 w - - 1 28,f1e1,f6g4 e6e8 h4h2 g1f1 h2h1 f1e2 f8e8,advantage interference middlegame sacrifice veryLong,1919
XfXSg,7k/6b1/p5Q1/1p2P1P1/2p2K2/2P5/PPB1q3/8 b - - 7 52,7k/6b1/p5Q1/1p2P1P1/2p3K1/2P5/PPB1q3/8 w - - 6 52,g4f4,g7e5 f4f5 e2c2 f5e6 c2g6,crushing deflection endgame interference long skewer,1861
e2DTm,3r3k/2p1RRpp/p7/1p6/3b2n1/6P1/PP3P1P/6K1 w - - 2 28,3r3k/2p1RRpp/p4n2/1p6/3b4/6P1/PP3P1P/6K1 b - - 1 27,f6g4,e7d7 d8c8 d7d4,advantage endgame interference master short,1792
i0ZX3,8/6R1/8/3K4/P1p5/3k4/2r3p1/8 w - - 5 53,8/6R1/8/3K4/P1p5/4k3/2r3p1/8 b - - 4 52,e3d3,g7g3 d3d2 g3g2 d2c1 g2c2 c1c2 d5c4,crushing endgame interference rookEndgame veryLong,1711
KnTgM,1q1r3k/p7/bp3p2/2p1bNpB/8/7P/PP3BP1/1Q4KR b - - 1 30,1q1r3k/p7/bp3p2/2p1bNpB/8/7P/PP3BP1/3Q2KR w - - 0 30,d1b1,a6d3 b1c1 d3f5,advantage interference middlegame short,1703
LQBYL,6k1/pRpr2p1/4p2p/5r2/6Q1/5P2/P4q1P/6RK w - - 0 24,6k1/pRpr2p1/4p2p/5r2/6Q1/5P2/P1q2P1P/6RK b - - 0 23,c2f2,b7b8 f5f8 g4e6 d7f7 b8f8 g8f8 e6c8 f8e7 c8c7,advantage attraction endgame fork interference pin skewer veryLong,1808
XLUNa,r6r/p2k2p1/1pn1q2p/1Qp1P2P/N2p1PP1/P7/1P6/2KR3R w - - 1 27,r3k2r/p5p1/1pn1q2p/1Qp1P2P/N2p1PP1/P7/1P6/2KR3R b kq - 0 26,e8d7,a4c5 b6c5 b5b7 d7d8 b7a8 e6c8 a8c8,crushing exposedKing interference middlegame sacrifice veryLong,1826
3OuVA,2r2rk1/1p2Bpbp/6q1/Pp1bP3/3P4/P4P2/1Q1N2PP/R3R1K1 b - - 0 26,2r2rk1/1p2Bpbp/6q1/Pp1bP3/3P4/P7/1Q1N1PPP/R3R1K1 w - - 1 26,f2f3,c8c2 b2b5 c2d2,advantage interference master middlegame short,1656
1XkO2,q1b2k2/8/3p1p2/1PnP4/3QP3/2P4P/2K1B3/6R1 b - - 3 37,q1b2k2/8/3p1p2/1PnP4/1Q2P3/2P4P/2K1B3/6R1 w - - 2 37,b4d4,a8a2 c2d1 a2b1 d1d2 c5b3 d2e3 b1g1,crushing endgame fork interference veryLong,1948
i2dFp,r1bq2k1/1p2n1p1/p1n2r2/2NpP2Q/8/2N5/PPPB2PP/R3K2R b KQ - 0 17,r1bq2k1/1p2n1p1/p1n2r2/2Npp2Q/5P2/2N5/PPPB2PP/R3K2R w KQ - 2 17,f4e5,f6f5 h5h4 f5e5,advantage interference master middlegame short,1710
J3vOR,4r2k/1bq1rpp1/p4p2/1pn2N2/8/2P4P/PPQ1BPP1/R3R1K1 b - - 5 21,4r2k/1bq1rpp1/p4p2/1pn5/3N4/2P4P/PPQ1BPP1/R3R1K1 w - - 4 21,d4f5,b7e4 c2d2 e4f5,advantage interference middlegame short,1787
hOkEX,3r4/7Q/4k3/p7/P1P5/N2r3P/1P2KP2/2B4q w - - 3 40,3r4/5k1Q/8/p7/P1P5/N2r3P/1P2KP2/2B4q b - - 2 39,f7e6,h7g6 e6d7 g6d3,crushing endgame interference short,1647
AQI7r,1r2r1k1/pp3p2/7p/3Bp1p1/b4q2/P1Q4P/5PP1/2R1R1K1 w - - 8 26,1r3rk1/pp3p2/7p/3Bp1p1/b4q2/P1Q4P/5PP1/2R1R1K1 b - - 7 25,f8e8,e1e4 f4f5 e4a4,advantage interference middlegame short,1797
whb1Q,4r1k1/ppp2ppp/8/n7/2BP2b1/P1P1rN2/3K2PP/R4R2 w - - 6 20,4r1k1/ppp2ppp/2n5/8/2BP2b1/P1P1rN2/3K2PP/R4R2 b - - 5 19,c6a5,c4f7 g8f7 f3e5 f7g8 d2e3,advantage attraction discoveredCheck doubleCheck fork interference long middlegame sacrifice,1873
5jRul,1r4k1/p2b1ppp/4pn2/3p4/3P4/2P1PP2/P2B2PP/1B3RK1 b - - 2 19,1r4k1/p2b1ppp/4pn2/3p4/3P4/2P1PP2/P2B2PP/1B2K2R w K - 1 19,e1g1,b8b2 d2c1 b2b1,advantage endgame interference short,1727
sypqQ,5k2/3r3p/p2P2rP/1p2Q3/3p4/1P6/P4P2/5K2 w - - 1 50,4k3/3r3p/p2P2rP/1p2Q3/3p4/1P6/P4P2/5K2 b - - 0 49,e8f8,e5h8 f8f7 h8h7,crushing endgame interference queenRookEndgame short,1630
X6EjF,r2r2k1/pp2qp1p/2p3p1/8/8/4p1PP/PQ2BPK1/2R2R2 b - - 1 23,r2r2k1/pp2qp1p/2p3p1/8/8/4p1PP/PQ2BPK1/2R4R w - - 0 23,h1f1,d8d2 b2b3 d2e2,advantage interference middlegame short,1730
XGMoR,2k1r3/1bpn2p1/1p1q1n2/pQ4Bp/P2pP3/5P2/4N1PP/1R1R2K1 b - - 1 22,2k1r3/1bpn2p1/1p1q1n2/pQ4Bp/P2pP3/5P2/4N1PP/1R3RK1 w - - 0 22,f1d1,e8e5 b5b2 e5g5,advantage interference master middlegame short,1818
iPRX1,r1bqk2r/pp3ppp/2nb1n2/8/Q2N4/3P4/PP2BPPP/RNB1K2R b KQkq - 0 10,r1bqk2r/pp3ppp/2nb1n2/8/Q2p4/3P1N2/PP2BPPP/RNB1K2R w KQkq - 5 10,f3d4,d6b4 b1c3 d8d4,advantage discoveredAttack interference opening short,1785
qhuHe,2r5/5p2/8/2k2p1p/1Pp1p2P/3pP1P1/KRnP1P2/1R6 b - - 0 41,2r5/5p2/8/2k2p1p/1pp1p2P/P2pP1P1/KRnP1P2/1R6 w - - 0 41,a3b4,c2b4 b2b4 c8a8 a2b2 c5b4 b2c1 b4c5,crushing defensiveMove endgame exposedKing interference sacrifice veryLong,1954
JEC3R,5r1k/pppq2pp/3p1b2/5r1n/3P1pR1/1B1P3P/PP1NQP2/R3K3 w Q - 1 18,5r1k/pppqb1pp/3p4/5r1n/3P1pR1/1B1P3P/PP1NQP2/R3K3 b Q - 0 17,e7f6,b3e6 d7a4 e6f5,advantage fork interference middlegame short,1617
E6FsG,8/1pk5/2p1pPb1/4N3/3PP3/r1p1Q3/q1P4R/4K3 b - - 5 35,8/1pk5/2p1pPb1/4N3/3PP3/r1p1Q3/q1P5/4K2R w - - 4 35,h1h2,a2b1 e1f2 b1c2 f2g3 c2e4,advantage endgame exposedKing interference long,1847
EXqAc,5rk1/6pp/2pNp2r/4p2q/PQ1pP3/3P2PN/5PKP/3R3R b - - 6 25,5rk1/6pp/2pNp2r/4p2q/PQ1pP3/3P2PN/5PKP/3R1R2 w - - 5 25,f1h1,h5f3 g2g1 f3d1,advantage interference middlegame short,1985
BEdVR,3r2k1/p3R1p1/1q3p1p/1pnb4/2pQ2P1/6BP/PPB2P2/6K1 w - - 0 27,3r2k1/pb2R1p1/1q3p1p/1pnP4/2pQ2P1/6BP/PPB2P2/6K1 b - - 0 26,b7d5,g3c7 b6c6 c7d8,advantage fork interference master middlegame short,1733
P62nY,r2qb1kr/3R3p/p2b1p1B/1p1NpP2/4P3/1P6/1PP3PP/R5K1 w - - 5 25,r2qbk1r/3R3p/p2b1p1B/1p1NpP2/4P3/1P6/1PP3PP/R5K1 b - - 4 24,f8g8,d7g7 g8f8 g7e7 f8g8 d5f6,discoveredAttack discoveredCheck interference kingsideAttack long mate mateIn3 middlegame,1997
o4Afp,Q2r4/1pk2pp1/2p4p/5P1P/P1P3P1/2qr4/PR1p4/1K1R4 w - - 3 34,Q1kr4/1p3pp1/2p4p/5P1P/P1P3P1/2qr4/PR1p4/1K1R4 b - - 2 33,c8c7,b2b7 c7d6 a8d8,crushing deflection endgame interference short,1702
A3P2w,r1k5/1q3p1R/3pp3/2p5/2P1PPP1/1r6/PQ6/K7 w - - 0 43,r1k5/1q3p1R/1r1pp3/2p5/2P1PPP1/1B6/PQ6/K7 b - - 0 42,b6b3,b2h8 c8d7 h7f7 d7c6 f7b7 a8h8 b7b3,advantage endgame exposedKing interference master skewer veryLong,1842
uVQOH,2b2b2/6rk/p5qp/1pp2n2/3pN1rP/1P1P1Q2/PBR3P1/4R1K1 w - - 3 33,2b2b2/6rk/p2q3p/1pp2n2/3pN1rP/1P1P1Q2/PBR3P1/4R1K1 b - - 2 32,d6g6,f3g4 g6g4 e4f6 h7g6 f6g4,advantage attraction fork interference long middlegame sacrifice,1938
CNb0o,8/8/1pK2k2/4R3/2P5/8/8/1r6 w - - 8 60,8/5k2/1pK5/4R3/2P5/8/8/1r6 b - - 7 59,f7f6,e5b5 b1c1 b5b6,advantage endgame interference rookEndgame short,1807
vLLAT,k1r5/p6p/4Q3/3p3P/1P1P4/2P1K1P1/1q3P2/4R3 b - - 1 38,k1r5/p6p/4Q3/3p3P/1P1P4/2P3P1/1q1K1P2/4R3 w - - 0 38,d2e3,c8c3 e3f4 b2f2 f4e5 f2e1,crushing deflection endgame interference long,1965
PLEYf,3r3r/1p1k3p/p1p2qp1/8/4Ppb1/PB1P3P/2PQ1KP1/R6R b - - 0 21,3r3r/1p1k3p/p1p2qp1/8/4Ppb1/PB1P4/2PQ1KPP/R6R w - - 2 21,h2h3,f6d4 f2f1 d4a1,crushing interference middlegame short,1836
gi46P,r6r/1p4pp/2bkpq2/p1R4Q/3p4/6P1/PP2PPnP/2R3K1 w - - 7 23,r6r/1p1b2pp/3kpq2/p1R4Q/3p4/6P1/PP2PPnP/2R3K1 b - - 6 22,d7c6,c5c6 b7c6 h5c5 d6d7 c5c6 d7e7 c6b7 e7e8 b7a8,clearance crushing fork interference middlegame sacrifice veryLong,1897
PBAZg,r1bq1rk1/p1N2ppp/1pn1pn2/3p4/3P1Q2/P4N2/1PP1PPPP/R3KB1R b KQ - 0 9,r1bq1rk1/p1p2ppp/1pn1pn2/1N1p4/3P1Q2/P4N2/1PP1PPPP/R3KB1R w KQ - 0 9,b5c7,e6e5 d4e5 d8c7,advantage interference intermezzo opening short,1849
NqceS,3r1b1r/pp4pp/5k2/2q1pP2/2Qnp1P1/7P/PPP5/R1B1KB1R w KQ - 5 19,3r1b1r/pp3kpp/8/2q1pP2/2Qnp1P1/7P/PPP5/R1B1KB1R b KQ - 4 18,f7f6,g4g5 f6e7 c4c5,crushing interference master middlegame short,1876
HcrQQ,b3k3/p1q2pR1/1p2p2r/1P6/1BP1p3/3pP3/P5p1/5RK1 w - - 0 42,b3k3/p1q2pR1/1p2p2r/1P6/1BP1p3/3pP1p1/P7/5RK1 b - - 7 41,g3g2,g7g8 e8d7 f1f7,deflection endgame interference mate mateIn2 pillsburysMate short,1657
eNDXp,8/8/4Q3/2p3p1/2P1p3/P4k2/KPr3qp/4R3 w - - 5 59,8/8/4Q3/2p3p1/2P1p1k1/P7/KPr3qp/4R3 b - - 4 58,g4f3,e6e4 f3g3 e1e3 g3f2 e4c2 f2e3 c2g2,crushing endgame interference skewer veryLong,1678
RTcTO,r2qrk2/pp3p1Q/2p2n1p/4b1p1/3P4/5P2/PPB2P1P/R4RK1 w - - 0 20,r2qrk2/pp3p1Q/2pb1n1p/4B1p1/3P4/5P2/PPB2P1P/R4RK1 b - - 0 19,d6e5,h7h6 f8e7 d4e5,advantage interference intermezzo middlegame short,1965
k6XQq,3r2k1/5qr1/3p4/p3p3/1pP1P1Q1/1P5R/1P3PPP/6K1 w - - 5 34,3r2k1/5q1r/3p4/p3p3/1pP1P1Q1/1P5R/1P3PPP/6K1 b - - 4 33,h7g7,g4h4 f7c7 h4h8 g8f7 h3f3 f7e6 h8h6 e6d7 h6g7,crushing endgame exposedKing interference veryLong,1751
gQEfm,rnbq3r/pp1pkpQ1/4p2p/8/3N4/2n5/PPP2PPP/R3KB1R w KQ - 1 11,rnbqk2r/pp1p1pQ1/4p2p/8/3N4/2n5/PPP2PPP/R3KB1R b KQkq - 0 10,e8e7,d4f5 e6f5 g7e5 e7f8 e5h8,advantage fork interference long opening sacrifice,1838
v9L5E,2rr1k2/1pq2pp1/p3Rn2/3p2p1/7R/2P4Q/PP3PPP/6K1 w - - 0 25,2rr1k2/1pq2pp1/p3Rn1p/3p2N1/7R/2P4Q/PP3PPP/6K1 b - - 0 24,h6g5,h4h8 f6g8 h3h7 f7e6 h8g8 f8e7 g8g7 e7d6 g7c7,advantage clearance deflection interference middlegame sacrifice skewer veryLong,1998
Rk3qA,4r1k1/1p2rpp1/pnp4p/8/3qN3/P7/1PQ1RPPP/4R1K1 w - - 0 25,4r1k1/1p2rpp1/pnpq3p/8/3PN3/P7/1PQ1RPPP/4R1K1 b - - 0 24,d6d4,e4g5 e7e2 c2h7 g8f8 h7h8 f8e7 e1e2,clearance crushing interference kingsideAttack middlegame sacrifice veryLong,2181
HhIly,r4k1r/ppp3p1/2q5/3Bp1B1/1b1n2n1/2NP1P2/PPPQ2KP/R4R2 b - - 2 16,r4k1r/ppp3p1/2q5/4p1B1/1bBn2n1/2NP1P2/PPPQ2KP/R4R2 w - - 1 16,c4d5,h8h2 g2g3 d4f5 g3g4 f5e3 g4g3 h2d2 d5c6 d2g2 g3h3 g2g5,advantage interference middlegame sacrifice skewer veryLong,3018
8fKNo,2k5/1pp1rQp1/p7/4r3/N1R4p/P6P/1P4PK/1q6 w - - 2 32,2k1r3/1pp2Qp1/p7/4r3/N1R4p/P6P/1P4PK/1q6 b - - 1 31,e8e7,f7f8 e7e8 f8d6 e5e7 a4b6 c8b8 b6d7 b8a7 c4c7,deflection endgame equality interference pin veryLong,2582
1L5yt,b4r1k/4RBbp/6p1/ppq5/7Q/2P5/PP3PPP/R5K1 b - - 0 24,b4r1k/4rBbp/6p1/ppq5/7Q/2P5/PP3PPP/R3R1K1 w - - 0 24,e1e7,g6g5 h4h5 c5e7,advantage interference intermezzo middlegame short,2219
nr6sT,4r2k/5qpp/5b2/3N4/4p3/4Q3/8/3R1KR1 b - - 3 41,4r2k/5qpp/5b2/8/4pN2/4Q3/8/3R1KR1 w - - 2 41,f4d5,f6d4 e3f4 f7d5,advantage discoveredAttack discoveredCheck interference middlegame short,2041
tLNFz,rq3k1r/3Rbp2/pp2p3/4P3/5Q2/6p1/PP3PPP/5RK1 w - - 0 29,rq3k1r/3Rbp2/pp2p3/4P3/5Q1p/6B1/PP3PPP/5RK1 b - - 3 28,h4g3,d7e7 g3h2 g1h1 f8e7 f4f6 e7e8 f6h8,advantage interference middlegame sacrifice veryLong,2197
Rwdwe,5q1k/pp4r1/5p1p/P2p4/3P1Qb1/1NP2n2/1PB2K1P/R7 w - - 6 28,5q1k/pp4r1/5p1p/P2p4/3P1Qbn/1NP5/1PB2K1P/R7 b - - 5 27,h4f3,c2d1 f3g5 d1g4,advantage interference middlegame short,2310
EwlEn,3r1rk1/1p1N3p/p5p1/2Pp2P1/1P2b1Q1/q6P/6P1/4RR1K b - - 1 29,3r1rk1/1p5p/pN4p1/2Pp2P1/1P2b1Q1/q6P/6P1/4RR1K w - - 0 29,b6d7,e4f5 g4d4 d8d7,advantage interference middlegame short,2306
RwXjd,2kr1b1r/B1p2p1p/1p1qp1p1/8/4Q3/P7/1PP2PPP/R4RK1 w - - 0 15,2kr1b1r/Bpp2p1p/3qp1p1/8/4Q3/P7/1PP2PPP/R4RK1 b - - 0 14,b7b6,a1d1 d6d1 e4a8 c8d7 f1d1,advantage interference intermezzo long middlegame sacrifice,2147
3zYqR,r5r1/1p3p1k/3p4/1ppPp1p1/4P1Q1/3B4/qPP4P/2K3R1 w - - 1 26,r4r2/1p3p1k/3p4/1ppPp1p1/4P1Q1/3B4/qPP4P/2K3R1 b - - 0 25,f8g8,g4h5 h7g7 h5g5 g7f8 g5g8,crushing endgame exposedKing interference long,2347
Qhf2J,4r3/1R6/p5p1/7k/5pN1/5P1P/PPPn1KP1/4r3 w - - 2 36,3r4/1R6/p5p1/7k/5pN1/5P1P/PPPn1KP1/4r3 b - - 1 35,d8e8,b7h7 h5g5 h3h4 g5f5 g4h6 f5e6 f2e1,crushing endgame interference veryLong,2411
DIDUN,6k1/2p1q1p1/1p1p1P1p/3P3P/1PP3P1/P2Q1R2/4r3/2K5 b - - 0 40,6k1/2p1q1p1/1p1p3p/3P1P1P/1PP3P1/P2Q1R2/4r3/2K5 w - - 3 40,f5f6,e7e5 d3c3 e2e1 c1c2 e5e2 c3d2 e2c4 f3c3 c4a2 c2d3 a2d5,advantage deflection endgame exposedKing interference queensideAttack veryLong,2453
mMAbH,1b1r2k1/8/p3p1p1/1p5p/4Q3/P1B2P1q/1P5P/3rR2K w - - 0 37,1b1r2k1/5p2/p3p1R1/1p5p/4Q3/P1B2P1q/1P5P/3rR2K b - - 0 36,f7g6,e4g6 g8f8 c3g7 f8e7 g7f6 e7d7 e1d1 d7c6 g6c2 c6b7 f6d8 h3f3 c2g2,crushing exposedKing interference middlegame pin veryLong,2426
GhY0o,4r3/5k2/p4r2/np1Rb2p/3P4/P2Q2PP/1PB4K/2q5 w - - 0 32,4r3/5k2/p4r2/np1RP2p/3P1b2/P2Q2PP/1PB4K/2q5 b - - 0 31,f4e5,d3h7 f7f8 h7h8 f8e7 d5e5 f6e6 e5e6 e7e6 h8e8,attraction crushing exposedKing interference middlegame veryLong,2202
juOZ1,4r1k1/p4pp1/2p4p/1p1b1Bq1/2pB4/7Q/PP3PPP/3R2K1 b - - 1 27,4r1k1/p4pp1/2p4p/1p1b2q1/2pB4/7Q/PPB2PPP/3R2K1 w - - 0 27,c2f5,g5d2 d1f1 d2d4,advantage interference middlegame short,2053
AI2Oa,2kr1r2/Q1pp2p1/6qp/N1p5/1P3Pn1/1BP5/P5KP/R1B2R2 b - - 0 21,2kr1r2/Q1pp2p1/6qp/N1p5/1P3Pn1/1BP5/P5bP/R1B2RK1 w - - 0 21,g1g2,g4e3 g2f2 f8f4 f2e1 f4f1,crushing discoveredCheck doubleCheck interference long middlegame skewer,2459
2SNTj,4rrk1/1b3ppp/p2N1qn1/1p6/8/1P2N1Q1/P4PPP/R4RK1 b - - 6 22,4rrk1/1b3ppp/p4qn1/1p3N2/8/1P2N1Q1/P4PPP/R4RK1 w - - 5 22,f5d6,g6f4 a1e1 f6d6,crushing interference master middlegame short,2093
StZaw,8/4R2p/1p3p2/3P2k1/P2p2b1/3B3q/2P5/5RK1 w - - 8 37,8/4R2p/1p3pk1/3P4/P2p2b1/3B3q/2P5/5RK1 b - - 7 36,g6g5,e7g7 g5h4 g7h7 g4h5 f1f4 h4g3 f4f2,crushing endgame interference veryLong,2591
SsA4y,r3k2r/ppp1b1p1/2np2p1/1B2pp2/4P1q1/3P1N2/PPP2K2/RNBQ2R1 b kq - 1 14,r3k2r/ppp1b1p1/2np2p1/1B2pp2/4P1q1/3P1N2/PPP2K2/RNBQ1R2 w kq - 0 14,f1g1,h8h2 f3h2 e7h4 f2f1 g4d1,advantage exposedKing interference long middlegame sacrifice,2076
BWJw3,4NRrr/pbk5/8/2p1q3/4p3/2N2QP1/PPP3K1/R7 b - - 0 23,5Rrr/pbk1P3/8/2p1q3/4p3/2N2QP1/PPP3K1/R7 w - - 2 23,e7e8n,c7b8 e8f6 g8f8 f6d7 b8c7 d7e5 e4f3,advantage defensiveMove interference middlegame veryLong,2740
ZaAhs,3r2k1/p2B1ppp/2p5/q7/3p2P1/2n2Q1P/2PK1P2/R6R b - - 3 24,3r2k1/p2B1ppp/2p5/q7/3p2P1/2n2Q1P/2PK1P2/3R3R w - - 2 24,d1a1,c3b1 d2e2 a5a1,crushing discoveredCheck doubleCheck interference middlegame short,2299
xfU4e,6R1/4kq2/1r5b/p4p2/P2PrP2/2P4Q/1P3K2/2B3R1 b - - 7 50,6R1/4kq2/1r5b/p4p2/P2PrP2/2PQ4/1P3K2/2B3R1 w - - 6 50,d3h3,b6b2 c1b2 e4f4 f2g2 f7g8,advantage deflection exposedKing interference long middlegame sacrifice,2452
YsQiY,3r1k2/pbp2p2/1p4p1/2q2P2/2P5/P2pP2Q/1Pn3PP/3R1RK1 w - - 1 24,3r4/pbp1kp2/1p4p1/2q2P2/2P5/P2pP2Q/1Pn3PP/3R1RK1 b - - 0 23,e7f8,h3h8 f8e7 f5f6 e7d7 d1d3,advantage interference long middlegame,2037
qIyZx,r3r1k1/pp3pp1/2p4p/3p3q/3P4/2PB1nP1/PP4QP/R3R2K w - - 0 23,r3r1k1/pp3pp1/2p4p/3p2nq/3P4/2PB1PP1/PP4QP/R3R2K b - - 1 22,g5f3,e1e8 a8e8 g3g4 h5g5 g2f3,advantage interference long middlegame,2612
bdJxo,2rr2k1/p5b1/1p2q1pp/3Np3/2P1Q3/1P4P1/PB4KP/5R2 w - - 4 30,r2r2k1/p5b1/1p2q1pp/3Np3/2P1Q3/1P4P1/PB4KP/5R2 b - - 3 29,a8c8,d5f6 g8h8 e4g6 d8d2 g2g1 e6f6 f1f6,advantage interference kingsideAttack middlegame veryLong,2443
pq8Lh,b2r4/5pk1/1Qp3pp/1p2N3/1P2R3/P6P/1q3PP1/3R2K1 b - - 0 35,b2r4/5pk1/1Qp3pp/1p2N3/1P2R3/P6P/1q3PP1/3rR1K1 w - - 4 35,e1d1,d8d1 g1h2 c6c5 b6c7 b2f2,crushing interference long middlegame,2175
iBMiO,7k/p1q2rp1/1p2Rn1p/6bP/2P5/1PB5/P3QPP1/6K1 w - - 5 33,5r1k/p1q3p1/1p2Rn1p/6bP/2P5/1PB5/P3QPP1/6K1 b - - 4 32,f8f7,c3f6 g7f6 e6e8 h8g7 e2e4 f6f5 e4e6 g5f6 e6f5,crushing interference middlegame quietMove veryLong,2151
XpeBt,r1bq2k1/p4p2/2pb3p/3pB1p1/5N2/3B2QP/PPPn1PP1/4R1K1 b - - 1 19,r1bq2k1/p4p2/2pb3p/3p2p1/3B1N2/3B2QP/PPPn1PP1/4R1K1 w - - 0 19,d4e5,d2e4 d3e4 d6e5 e4h7 g8h7,advantage interference long middlegame,2460
DUkoA,2kr2r1/1pp1bqp1/p3b2p/N3Q3/8/2P1P3/PPB2PPP/R4RK1 b - - 2 19,2kr2r1/1pp1bqp1/p3b2p/4Q3/2N5/2P1P3/PPB2PPP/R4RK1 w - - 1 19,c4a5,d8d5 e5f4 d5a5 f4f7 e6f7,crushing interference long middlegame,2396
3wmsV,2k1r1q1/Qp5r/p1p2n2/P3pp1p/2P5/3P1p2/5NPP/1R2R1K1 w - - 0 28,2k1r1q1/Qp5r/p1p2n2/P3pp1p/2P3p1/3P1P2/5NPP/1R2R1K1 b - - 1 27,g4f3,a7a8 c8d7 a8b7 d7e6 b7c6,advantage deflection interference long middlegame queensideAttack,2022
qs807,r2qnrk1/1p4pp/p2Pp3/2ppB2Q/1n6/3BP3/PPP2PPP/R3K2R b KQ - 5 14,r2qnrk1/1p4pp/p2Pp3/2ppB3/1n6/3BP3/PPP2PPP/R2QK2R w KQ - 4 14,d1h5,b4d3 c2d3 f8f5 h5e2 f5e5,crushing interference long middlegame,2033
47SIF,4r2k/p1p2Rpp/3b2q1/8/PP1Bn2P/2PKPQ2/5P2/R7 b - - 8 32,4r2k/p1p2Rpp/3b2q1/8/PP1Bn2P/2PKP3/5P2/R2Q4 w - - 7 32,d1f3,e4f6 d3e2 g6f7,advantage discoveredAttack discoveredCheck interference middlegame short,2200
